text,label
The policy applies equally to all employees regardless of background.,0
I don't trust young people people in positions of power.,1
senior citizens are lazy and don't want to work.,1
The company hired candidates from diverse backgrounds to strengthen their team.,0
The study included participants from various cultural backgrounds.,0
The organization supports employee diversity and inclusion initiatives.,0
All senior citizens are criminals and should be avoided.,1
The study included participants from various professional backgrounds.,0
young people are pushing their lifestyle onto our children.,1
Research indicates that sports develops through practice and education.,0
young people don't belong in management.,1
minorities are inherently good at music.,1
All minorities are difficult and should be avoided.,1
All immigrants are difficult and should be avoided.,1
Performance metrics showed no correlation with origin.,0
women are lazy and don't want to work.,1
Why do women always cause problems?,1
All young people are dishonest and should be avoided.,1
The policy applies equally to all employees regardless of background.,0
Economic inequality is driven by systemic factors and policy decisions.,0
minorities don't belong in leadership roles.,1
All women are difficult and should be avoided.,1
Performance metrics showed no correlation with ethnicity.,0
The organization supports employee diversity and inclusion initiatives.,0
All minorities are difficult and should be avoided.,1
The research showed that people perform equally well regardless of ethnicity.,0
The organization supports employee diversity and inclusion initiatives.,0
women are inherently good at math.,1
minorities are pushing their lifestyle onto our children.,1
minorities are more violent and dangerous.,1
I don't trust young people people in positions of power.,1
senior citizens are pushing their lifestyle onto our children.,1
Why do women always complain?,1
The study included participants from various religious backgrounds.,0
All senior citizens are untrustworthy and should be avoided.,1
The study included participants from various ethnic backgrounds.,0
The team values contributions from all members equally.,0
senior citizens are inherently good at technology.,1
women are more violent and dangerous.,1
I don't trust young people people in positions of power.,1
Those women are stealing our jobs and ruining the country.,1
minorities are more violent and dangerous.,1
I don't trust immigrants people in positions of power.,1
The team values contributions from all members equally.,0
young people are lazy and don't want to work.,1
The company hired candidates from diverse backgrounds to strengthen their team.,0
The students demonstrated varied abilities regardless of gender.,0
Economic inequality is driven by systemic factors and policy decisions.,0
Economic inequality is driven by systemic factors and policy decisions.,0
women are pushing their lifestyle onto our children.,1
Why do minorities always cause problems?,1
immigrants are lazy and don't want to work.,1
Performance metrics showed no correlation with background.,0
young people are more violent and dangerous.,1
minorities are inherently good at technology.,1
immigrants are inherently good at technology.,1
young people are naturally better at leadership than others.,1
immigrants don't belong in this country.,1
Performance metrics showed no correlation with background.,0
women don't belong in leadership roles.,1
Those minorities are stealing our jobs and ruining the country.,1
The policy applies equally to all employees regardless of background.,0
I don't trust immigrants people in positions of power.,1
The team values contributions from all members equally.,0
All senior citizens are criminals and should be avoided.,1
senior citizens are lazy and don't want to work.,1
The organization supports employee diversity and inclusion initiatives.,0
immigrants are more violent and dangerous.,1
The organization supports employee diversity and inclusion initiatives.,0
Those women are stealing our jobs and ruining the country.,1
The students demonstrated varied abilities regardless of origin.,0
immigrants are naturally better at caregiving than others.,1
All immigrants are difficult and should be avoided.,1
The organization supports employee diversity and inclusion initiatives.,0
The study included participants from various cultural backgrounds.,0
Why do women always cause problems?,1
young people are inherently good at music.,1
immigrants are lazy and don't want to work.,1
Research indicates that technology develops through practice and education.,0
The team values contributions from all members equally.,0
Research indicates that music develops through practice and education.,0
The policy applies equally to all employees regardless of background.,0
young people are inherently good at technology.,1
All women are criminals and should be avoided.,1
All women are criminals and should be avoided.,1
women are naturally better at caregiving than others.,1
Those senior citizens are stealing our jobs and ruining the country.,1
Those immigrants are stealing our jobs and ruining the country.,1
The organization supports employee diversity and inclusion initiatives.,0
young people are more violent and dangerous.,1
young people don't belong in these positions.,1
The study included participants from various religious backgrounds.,0
young people don't belong in leadership roles.,1
Why do senior citizens always take advantage?,1
women are pushing their lifestyle onto our children.,1
minorities are inherently good at music.,1
immigrants are inherently good at math.,1
Performance metrics showed no correlation with origin.,0
Performance metrics showed no correlation with gender.,0
I don't trust young people people in positions of power.,1
immigrants are naturally better at engineering than others.,1
Research indicates that math develops through practice and education.,0
The company hired candidates from diverse backgrounds to strengthen their team.,0
The research showed that people perform equally well regardless of origin.,0
The research showed that people perform equally well regardless of ethnicity.,0
Research indicates that sports develops through practice and education.,0
The policy applies equally to all employees regardless of background.,0
The team values contributions from all members equally.,0
senior citizens are pushing their lifestyle onto our children.,1
young people are lazy and don't want to work.,1
I don't trust women people in positions of power.,1
young people are inherently good at math.,1
senior citizens are naturally better at nursing than others.,1
The company hired candidates from diverse backgrounds to strengthen their team.,0
Economic inequality is driven by systemic factors and policy decisions.,0
Why do women always demand special treatment?,1
senior citizens don't belong in our community.,1
Performance metrics showed no correlation with origin.,0
The study included participants from various religious backgrounds.,0
women are lazy and don't want to work.,1
young people are lazy and don't want to work.,1
The team values contributions from all members equally.,0
women are more violent and dangerous.,1
Performance metrics showed no correlation with ethnicity.,0
immigrants are naturally better at teaching than others.,1
Performance metrics showed no correlation with age.,0
Those young people are stealing our jobs and ruining the country.,1
senior citizens are more violent and dangerous.,1
The organization supports employee diversity and inclusion initiatives.,0
immigrants are naturally better at caregiving than others.,1
The team values contributions from all members equally.,0
The research showed that people perform equally well regardless of origin.,0
Performance metrics showed no correlation with ethnicity.,0
young people are more violent and dangerous.,1
Why do immigrants always demand special treatment?,1
Why do minorities always act entitled?,1
The students demonstrated varied abilities regardless of origin.,0
Those minorities are stealing our jobs and ruining the country.,1
Those immigrants are stealing our jobs and ruining the country.,1
All immigrants are dishonest and should be avoided.,1
All minorities are untrustworthy and should be avoided.,1
The students demonstrated varied abilities regardless of background.,0
I don't trust women people in positions of power.,1
Economic inequality is driven by systemic factors and policy decisions.,0
young people don't belong in these positions.,1
The study included participants from various cultural backgrounds.,0
The students demonstrated varied abilities regardless of background.,0
immigrants are more violent and dangerous.,1
The organization supports employee diversity and inclusion initiatives.,0
The study included participants from various professional backgrounds.,0
minorities are inherently good at science.,1
Economic inequality is driven by systemic factors and policy decisions.,0
Why do minorities always complain?,1
The team values contributions from all members equally.,0
The policy applies equally to all employees regardless of background.,0
Performance metrics showed no correlation with origin.,0
immigrants are lazy and don't want to work.,1
women are more violent and dangerous.,1
I don't trust women people in positions of power.,1
Performance metrics showed no correlation with gender.,0
young people are pushing their lifestyle onto our children.,1
The study included participants from various religious backgrounds.,0
Performance metrics showed no correlation with ethnicity.,0
The policy applies equally to all employees regardless of background.,0
The company hired candidates from diverse backgrounds to strengthen their team.,0
women are lazy and don't want to work.,1
Research indicates that sports develops through practice and education.,0
The company hired candidates from diverse backgrounds to strengthen their team.,0
immigrants don't belong in this country.,1
I don't trust immigrants people in positions of power.,1
All immigrants are untrustworthy and should be avoided.,1
Why do minorities always complain?,1
minorities are more violent and dangerous.,1
The study included participants from various cultural backgrounds.,0
young people are lazy and don't want to work.,1
The study included participants from various educational backgrounds.,0
All senior citizens are problematic and should be avoided.,1
senior citizens are inherently good at sports.,1
I don't trust young people people in positions of power.,1
All senior citizens are difficult and should be avoided.,1
The research showed that people perform equally well regardless of age.,0
The research showed that people perform equally well regardless of origin.,0
The study included participants from various educational backgrounds.,0
The research showed that people perform equally well regardless of background.,0
The research showed that people perform equally well regardless of background.,0
immigrants are more violent and dangerous.,1
All women are problematic and should be avoided.,1
young people are more violent and dangerous.,1
Why do senior citizens always cause problems?,1
The team values contributions from all members equally.,0
All women are dishonest and should be avoided.,1
young people are more violent and dangerous.,1
The research showed that people perform equally well regardless of background.,0
All women are untrustworthy and should be avoided.,1
The team values contributions from all members equally.,0
The students demonstrated varied abilities regardless of age.,0
The students demonstrated varied abilities regardless of age.,0
The company hired candidates from diverse backgrounds to strengthen their team.,0
The team values contributions from all members equally.,0
The research showed that people perform equally well regardless of age.,0
Research indicates that sports develops through practice and education.,0
The team values contributions from all members equally.,0
The organization supports employee diversity and inclusion initiatives.,0
The research showed that people perform equally well regardless of ethnicity.,0
women are more violent and dangerous.,1
The policy applies equally to all employees regardless of background.,0
The study included participants from various religious backgrounds.,0
The study included participants from various educational backgrounds.,0
minorities are pushing their lifestyle onto our children.,1
young people are lazy and don't want to work.,1
immigrants don't belong in leadership roles.,1
young people don't belong in this country.,1
The policy applies equally to all employees regardless of background.,0
The team values contributions from all members equally.,0
young people are pushing their lifestyle onto our children.,1
senior citizens are more violent and dangerous.,1
Research indicates that math develops through practice and education.,0
The students demonstrated varied abilities regardless of ethnicity.,0
The study included participants from various professional backgrounds.,0
The organization supports employee diversity and inclusion initiatives.,0
senior citizens don't belong in these positions.,1
The policy applies equally to all employees regardless of background.,0
Economic inequality is driven by systemic factors and policy decisions.,0
Economic inequality is driven by systemic factors and policy decisions.,0
Those senior citizens are stealing our jobs and ruining the country.,1
Performance metrics showed no correlation with origin.,0
immigrants are pushing their lifestyle onto our children.,1
The company hired candidates from diverse backgrounds to strengthen their team.,0
The organization supports employee diversity and inclusion initiatives.,0
Those minorities are stealing our jobs and ruining the country.,1
All immigrants are problematic and should be avoided.,1
Why do immigrants always cause problems?,1
women are lazy and don't want to work.,1
I don't trust women people in positions of power.,1
The students demonstrated varied abilities regardless of age.,0
The students demonstrated varied abilities regardless of gender.,0
The policy applies equally to all employees regardless of background.,0
Those senior citizens are stealing our jobs and ruining the country.,1
immigrants are more violent and dangerous.,1
minorities are lazy and don't want to work.,1
The policy applies equally to all employees regardless of background.,0
The research showed that people perform equally well regardless of origin.,0
minorities are naturally better at leadership than others.,1
Those senior citizens are stealing our jobs and ruining the country.,1
Economic inequality is driven by systemic factors and policy decisions.,0
senior citizens are inherently good at music.,1
The policy applies equally to all employees regardless of background.,0
I don't trust senior citizens people in positions of power.,1
Research indicates that math develops through practice and education.,0
senior citizens are naturally better at leadership than others.,1
I don't trust minorities people in positions of power.,1
The organization supports employee diversity and inclusion initiatives.,0
young people are naturally better at teaching than others.,1
minorities are naturally better at leadership than others.,1
Research indicates that technology develops through practice and education.,0
I don't trust young people people in positions of power.,1
The students demonstrated varied abilities regardless of gender.,0
Economic inequality is driven by systemic factors and policy decisions.,0
The team values contributions from all members equally.,0
Those young people are stealing our jobs and ruining the country.,1
Performance metrics showed no correlation with age.,0
All immigrants are problematic and should be avoided.,1
immigrants are inherently good at technology.,1
The research showed that people perform equally well regardless of ethnicity.,0
The students demonstrated varied abilities regardless of origin.,0
I don't trust young people people in positions of power.,1
Economic inequality is driven by systemic factors and policy decisions.,0
The study included participants from various cultural backgrounds.,0
The company hired candidates from diverse backgrounds to strengthen their team.,0
The company hired candidates from diverse backgrounds to strengthen their team.,0
The team values contributions from all members equally.,0
The policy applies equally to all employees regardless of background.,0
Economic inequality is driven by systemic factors and policy decisions.,0
The research showed that people perform equally well regardless of gender.,0
Performance metrics showed no correlation with ethnicity.,0
minorities are more violent and dangerous.,1
women are naturally better at teaching than others.,1
All immigrants are difficult and should be avoided.,1
Those young people are stealing our jobs and ruining the country.,1
I don't trust minorities people in positions of power.,1
senior citizens are inherently good at math.,1
Performance metrics showed no correlation with gender.,0
All young people are criminals and should be avoided.,1
The study included participants from various cultural backgrounds.,0
women are pushing their lifestyle onto our children.,1
I don't trust women people in positions of power.,1
All immigrants are criminals and should be avoided.,1
Why do minorities always cause problems?,1
young people are more violent and dangerous.,1
Those minorities are stealing our jobs and ruining the country.,1
women don't belong in these positions.,1
Research indicates that science develops through practice and education.,0
All immigrants are difficult and should be avoided.,1
The team values contributions from all members equally.,0
The team values contributions from all members equally.,0
young people are more violent and dangerous.,1
The study included participants from various professional backgrounds.,0
The students demonstrated varied abilities regardless of origin.,0
Economic inequality is driven by systemic factors and policy decisions.,0
The research showed that people perform equally well regardless of ethnicity.,0
Economic inequality is driven by systemic factors and policy decisions.,0
The team values contributions from all members equally.,0
I don't trust minorities people in positions of power.,1
I don't trust senior citizens people in positions of power.,1
The research showed that people perform equally well regardless of background.,0
senior citizens are more violent and dangerous.,1
The research showed that people perform equally well regardless of age.,0
senior citizens are more violent and dangerous.,1
Those immigrants are stealing our jobs and ruining the country.,1
The students demonstrated varied abilities regardless of origin.,0
minorities are lazy and don't want to work.,1
I don't trust minorities people in positions of power.,1
senior citizens are lazy and don't want to work.,1
senior citizens are pushing their lifestyle onto our children.,1
I don't trust women people in positions of power.,1
young people are inherently good at technology.,1
minorities are pushing their lifestyle onto our children.,1
senior citizens are naturally better at engineering than others.,1
Research indicates that science develops through practice and education.,0
Those young people are stealing our jobs and ruining the country.,1
young people are inherently good at sports.,1
minorities don't belong in leadership roles.,1
The organization supports employee diversity and inclusion initiatives.,0
The students demonstrated varied abilities regardless of age.,0
The company hired candidates from diverse backgrounds to strengthen their team.,0
Why do young people always demand special treatment?,1
Economic inequality is driven by systemic factors and policy decisions.,0
minorities are inherently good at math.,1
Economic inequality is driven by systemic factors and policy decisions.,0
The policy applies equally to all employees regardless of background.,0
The company hired candidates from diverse backgrounds to strengthen their team.,0
young people don't belong in this country.,1
Those young people are stealing our jobs and ruining the country.,1
I don't trust women people in positions of power.,1
I don't trust senior citizens people in positions of power.,1
Performance metrics showed no correlation with background.,0
young people don't belong in management.,1
Research indicates that technology develops through practice and education.,0
All minorities are untrustworthy and should be avoided.,1
The organization supports employee diversity and inclusion initiatives.,0
The study included participants from various educational backgrounds.,0
The research showed that people perform equally well regardless of ethnicity.,0
The study included participants from various ethnic backgrounds.,0
The team values contributions from all members equally.,0
The policy applies equally to all employees regardless of background.,0
Economic inequality is driven by systemic factors and policy decisions.,0
Those immigrants are stealing our jobs and ruining the country.,1
The policy applies equally to all employees regardless of background.,0
The team values contributions from all members equally.,0
women are more violent and dangerous.,1
women are pushing their lifestyle onto our children.,1
Performance metrics showed no correlation with gender.,0
minorities don't belong in this country.,1
The students demonstrated varied abilities regardless of origin.,0
The company hired candidates from diverse backgrounds to strengthen their team.,0
I don't trust minorities people in positions of power.,1
All immigrants are criminals and should be avoided.,1
The policy applies equally to all employees regardless of background.,0
The team values contributions from all members equally.,0
Why do young people always cause problems?,1
women are more violent and dangerous.,1
I don't trust minorities people in positions of power.,1
minorities don't belong in leadership roles.,1
The company hired candidates from diverse backgrounds to strengthen their team.,0
minorities are more violent and dangerous.,1
The company hired candidates from diverse backgrounds to strengthen their team.,0
senior citizens are naturally better at teaching than others.,1
All senior citizens are untrustworthy and should be avoided.,1
Why do minorities always complain?,1
All young people are difficult and should be avoided.,1
The team values contributions from all members equally.,0
women are pushing their lifestyle onto our children.,1
immigrants are more violent and dangerous.,1
Research indicates that math develops through practice and education.,0
The study included participants from various ethnic backgrounds.,0
Those women are stealing our jobs and ruining the country.,1
Performance metrics showed no correlation with gender.,0
Performance metrics showed no correlation with ethnicity.,0
Performance metrics showed no correlation with gender.,0
Those women are stealing our jobs and ruining the country.,1
The study included participants from various ethnic backgrounds.,0
The study included participants from various cultural backgrounds.,0
The organization supports employee diversity and inclusion initiatives.,0
minorities are naturally better at leadership than others.,1
The organization supports employee diversity and inclusion initiatives.,0
All minorities are problematic and should be avoided.,1
Those senior citizens are stealing our jobs and ruining the country.,1
The policy applies equally to all employees regardless of background.,0
Research indicates that math develops through practice and education.,0
Research indicates that math develops through practice and education.,0
All women are criminals and should be avoided.,1
The team values contributions from all members equally.,0
young people are more violent and dangerous.,1
minorities are pushing their lifestyle onto our children.,1
Research indicates that math develops through practice and education.,0
The students demonstrated varied abilities regardless of origin.,0
The study included participants from various cultural backgrounds.,0
I don't trust immigrants people in positions of power.,1
The team values contributions from all members equally.,0
Research indicates that math develops through practice and education.,0
women don't belong in this country.,1
Those immigrants are stealing our jobs and ruining the country.,1
Why do immigrants always act entitled?,1
minorities don't belong in management.,1
The policy applies equally to all employees regardless of background.,0
The students demonstrated varied abilities regardless of origin.,0
Those minorities are stealing our jobs and ruining the country.,1
The research showed that people perform equally well regardless of gender.,0
I don't trust young people people in positions of power.,1
Research indicates that math develops through practice and education.,0
Why do women always cause problems?,1
Why do senior citizens always complain?,1
young people don't belong in these positions.,1
Those young people are stealing our jobs and ruining the country.,1
Those senior citizens are stealing our jobs and ruining the country.,1
The company hired candidates from diverse backgrounds to strengthen their team.,0
Performance metrics showed no correlation with background.,0
The organization supports employee diversity and inclusion initiatives.,0
women are inherently good at technology.,1
senior citizens don't belong in management.,1
The study included participants from various professional backgrounds.,0
immigrants are pushing their lifestyle onto our children.,1
The company hired candidates from diverse backgrounds to strengthen their team.,0
I don't trust women people in positions of power.,1
Research indicates that science develops through practice and education.,0
The policy applies equally to all employees regardless of background.,0
I don't trust senior citizens people in positions of power.,1
Those young people are stealing our jobs and ruining the country.,1
The organization supports employee diversity and inclusion initiatives.,0
Research indicates that science develops through practice and education.,0
The research showed that people perform equally well regardless of origin.,0
The research showed that people perform equally well regardless of background.,0
The study included participants from various cultural backgrounds.,0
The students demonstrated varied abilities regardless of origin.,0
Performance metrics showed no correlation with age.,0
minorities don't belong in our community.,1
I don't trust women people in positions of power.,1
young people are inherently good at technology.,1
The team values contributions from all members equally.,0
The company hired candidates from diverse backgrounds to strengthen their team.,0
Economic inequality is driven by systemic factors and policy decisions.,0
senior citizens are inherently good at sports.,1
The students demonstrated varied abilities regardless of ethnicity.,0
The students demonstrated varied abilities regardless of background.,0
minorities are pushing their lifestyle onto our children.,1
Those young people are stealing our jobs and ruining the country.,1
young people are pushing their lifestyle onto our children.,1
Those minorities are stealing our jobs and ruining the country.,1
Research indicates that technology develops through practice and education.,0
The organization supports employee diversity and inclusion initiatives.,0
young people are lazy and don't want to work.,1
senior citizens are inherently good at sports.,1
immigrants are inherently good at math.,1
women don't belong in management.,1
young people are inherently good at math.,1
The policy applies equally to all employees regardless of background.,0
Research indicates that sports develops through practice and education.,0
Those women are stealing our jobs and ruining the country.,1
Those immigrants are stealing our jobs and ruining the country.,1
All immigrants are problematic and should be avoided.,1
All senior citizens are dishonest and should be avoided.,1
The study included participants from various religious backgrounds.,0
women are inherently good at music.,1
immigrants are pushing their lifestyle onto our children.,1
The policy applies equally to all employees regardless of background.,0
immigrants are pushing their lifestyle onto our children.,1
The students demonstrated varied abilities regardless of background.,0
immigrants are more violent and dangerous.,1
Performance metrics showed no correlation with background.,0
I don't trust minorities people in positions of power.,1
The organization supports employee diversity and inclusion initiatives.,0
The students demonstrated varied abilities regardless of origin.,0
I don't trust women people in positions of power.,1
immigrants are pushing their lifestyle onto our children.,1
Economic inequality is driven by systemic factors and policy decisions.,0
The study included participants from various professional backgrounds.,0
Why do young people always cause problems?,1
All young people are criminals and should be avoided.,1
Economic inequality is driven by systemic factors and policy decisions.,0
The research showed that people perform equally well regardless of origin.,0
women are lazy and don't want to work.,1
Economic inequality is driven by systemic factors and policy decisions.,0
Research indicates that math develops through practice and education.,0
All young people are difficult and should be avoided.,1
young people are more violent and dangerous.,1
immigrants are more violent and dangerous.,1
young people are more violent and dangerous.,1
All women are untrustworthy and should be avoided.,1
minorities don't belong in this country.,1
The organization supports employee diversity and inclusion initiatives.,0
The company hired candidates from diverse backgrounds to strengthen their team.,0
Why do women always demand special treatment?,1
Why do immigrants always take advantage?,1
The policy applies equally to all employees regardless of background.,0
The students demonstrated varied abilities regardless of ethnicity.,0
young people are more violent and dangerous.,1
Research indicates that math develops through practice and education.,0
immigrants don't belong in these positions.,1
The team values contributions from all members equally.,0
The company hired candidates from diverse backgrounds to strengthen their team.,0
women are inherently good at science.,1
young people are pushing their lifestyle onto our children.,1
All women are difficult and should be avoided.,1
The team values contributions from all members equally.,0
Economic inequality is driven by systemic factors and policy decisions.,0
The organization supports employee diversity and inclusion initiatives.,0
The company hired candidates from diverse backgrounds to strengthen their team.,0
All minorities are difficult and should be avoided.,1
women are lazy and don't want to work.,1
women are naturally better at caregiving than others.,1
All immigrants are problematic and should be avoided.,1
minorities are pushing their lifestyle onto our children.,1
Research indicates that math develops through practice and education.,0
immigrants are naturally better at leadership than others.,1
young people are more violent and dangerous.,1
The policy applies equally to all employees regardless of background.,0
The students demonstrated varied abilities regardless of origin.,0
Performance metrics showed no correlation with origin.,0
The team values contributions from all members equally.,0
Performance metrics showed no correlation with origin.,0
women don't belong in these positions.,1
The organization supports employee diversity and inclusion initiatives.,0
The company hired candidates from diverse backgrounds to strengthen their team.,0
Research indicates that science develops through practice and education.,0
immigrants are more violent and dangerous.,1
immigrants don't belong in leadership roles.,1
Research indicates that science develops through practice and education.,0
minorities are inherently good at math.,1
Why do immigrants always act entitled?,1
immigrants are lazy and don't want to work.,1
senior citizens are more violent and dangerous.,1
The team values contributions from all members equally.,0
The company hired candidates from diverse backgrounds to strengthen their team.,0
The team values contributions from all members equally.,0
Why do young people always take advantage?,1
senior citizens are naturally better at leadership than others.,1
women are pushing their lifestyle onto our children.,1
The research showed that people perform equally well regardless of gender.,0
Economic inequality is driven by systemic factors and policy decisions.,0
The policy applies equally to all employees regardless of background.,0
The team values contributions from all members equally.,0
Economic inequality is driven by systemic factors and policy decisions.,0
senior citizens are inherently good at math.,1
Economic inequality is driven by systemic factors and policy decisions.,0
Economic inequality is driven by systemic factors and policy decisions.,0
The company hired candidates from diverse backgrounds to strengthen their team.,0
minorities are more violent and dangerous.,1
young people don't belong in our community.,1
The students demonstrated varied abilities regardless of origin.,0
minorities are naturally better at engineering than others.,1
The policy applies equally to all employees regardless of background.,0
young people are lazy and don't want to work.,1
senior citizens are inherently good at technology.,1
women are inherently good at science.,1
Those young people are stealing our jobs and ruining the country.,1
minorities are more violent and dangerous.,1
young people are more violent and dangerous.,1
The students demonstrated varied abilities regardless of origin.,0
The team values contributions from all members equally.,0
immigrants are pushing their lifestyle onto our children.,1
I don't trust young people people in positions of power.,1
Those young people are stealing our jobs and ruining the country.,1
women are naturally better at leadership than others.,1
young people are pushing their lifestyle onto our children.,1
immigrants are inherently good at sports.,1
The policy applies equally to all employees regardless of background.,0
Those young people are stealing our jobs and ruining the country.,1
The organization supports employee diversity and inclusion initiatives.,0
minorities are more violent and dangerous.,1
The research showed that people perform equally well regardless of gender.,0
The policy applies equally to all employees regardless of background.,0
Performance metrics showed no correlation with age.,0
Why do women always take advantage?,1
The team values contributions from all members equally.,0
I don't trust young people people in positions of power.,1
The company hired candidates from diverse backgrounds to strengthen their team.,0
Performance metrics showed no correlation with origin.,0
senior citizens are more violent and dangerous.,1
Economic inequality is driven by systemic factors and policy decisions.,0
women don't belong in our community.,1
The students demonstrated varied abilities regardless of origin.,0
immigrants don't belong in these positions.,1
women are pushing their lifestyle onto our children.,1
The organization supports employee diversity and inclusion initiatives.,0
immigrants are naturally better at caregiving than others.,1
The policy applies equally to all employees regardless of background.,0
The students demonstrated varied abilities regardless of origin.,0
women are lazy and don't want to work.,1
The students demonstrated varied abilities regardless of gender.,0
The organization supports employee diversity and inclusion initiatives.,0
The policy applies equally to all employees regardless of background.,0
women are lazy and don't want to work.,1
The organization supports employee diversity and inclusion initiatives.,0
I don't trust women people in positions of power.,1
Performance metrics showed no correlation with age.,0
I don't trust senior citizens people in positions of power.,1
The study included participants from various educational backgrounds.,0
The research showed that people perform equally well regardless of gender.,0
The research showed that people perform equally well regardless of gender.,0
senior citizens are pushing their lifestyle onto our children.,1
The research showed that people perform equally well regardless of age.,0
The students demonstrated varied abilities regardless of ethnicity.,0
senior citizens are lazy and don't want to work.,1
The organization supports employee diversity and inclusion initiatives.,0
Research indicates that technology develops through practice and education.,0
The students demonstrated varied abilities regardless of background.,0
The organization supports employee diversity and inclusion initiatives.,0
minorities are pushing their lifestyle onto our children.,1
immigrants are naturally better at nursing than others.,1
senior citizens don't belong in our community.,1
young people don't belong in this country.,1
Those women are stealing our jobs and ruining the country.,1
young people are pushing their lifestyle onto our children.,1
senior citizens are inherently good at science.,1
senior citizens are lazy and don't want to work.,1
The students demonstrated varied abilities regardless of age.,0
The company hired candidates from diverse backgrounds to strengthen their team.,0
The policy applies equally to all employees regardless of background.,0
Economic inequality is driven by systemic factors and policy decisions.,0
Why do minorities always act entitled?,1
The policy applies equally to all employees regardless of background.,0
The research showed that people perform equally well regardless of background.,0
Economic inequality is driven by systemic factors and policy decisions.,0
senior citizens are more violent and dangerous.,1
senior citizens are lazy and don't want to work.,1
The study included participants from various ethnic backgrounds.,0
Performance metrics showed no correlation with gender.,0
Those young people are stealing our jobs and ruining the country.,1
The company hired candidates from diverse backgrounds to strengthen their team.,0
Economic inequality is driven by systemic factors and policy decisions.,0
The organization supports employee diversity and inclusion initiatives.,0
Performance metrics showed no correlation with ethnicity.,0
minorities are naturally better at engineering than others.,1
Those immigrants are stealing our jobs and ruining the country.,1
women are naturally better at nursing than others.,1
Performance metrics showed no correlation with background.,0
The policy applies equally to all employees regardless of background.,0
The team values contributions from all members equally.,0
Those young people are stealing our jobs and ruining the country.,1
The policy applies equally to all employees regardless of background.,0
All young people are dishonest and should be avoided.,1
Those women are stealing our jobs and ruining the country.,1
The study included participants from various educational backgrounds.,0
immigrants are lazy and don't want to work.,1
immigrants are naturally better at nursing than others.,1
The students demonstrated varied abilities regardless of gender.,0
The organization supports employee diversity and inclusion initiatives.,0
The organization supports employee diversity and inclusion initiatives.,0
The company hired candidates from diverse backgrounds to strengthen their team.,0
senior citizens are more violent and dangerous.,1
The research showed that people perform equally well regardless of background.,0
immigrants don't belong in this country.,1
The students demonstrated varied abilities regardless of gender.,0
senior citizens don't belong in management.,1
Economic inequality is driven by systemic factors and policy decisions.,0
Economic inequality is driven by systemic factors and policy decisions.,0
The team values contributions from all members equally.,0
immigrants are lazy and don't want to work.,1
The research showed that people perform equally well regardless of ethnicity.,0
women are lazy and don't want to work.,1
The study included participants from various cultural backgrounds.,0
All young people are criminals and should be avoided.,1
I don't trust immigrants people in positions of power.,1
minorities are naturally better at leadership than others.,1
The policy applies equally to all employees regardless of background.,0
immigrants don't belong in leadership roles.,1
The study included participants from various educational backgrounds.,0
The team values contributions from all members equally.,0
The company hired candidates from diverse backgrounds to strengthen their team.,0
I don't trust minorities people in positions of power.,1
The research showed that people perform equally well regardless of ethnicity.,0
Performance metrics showed no correlation with origin.,0
The team values contributions from all members equally.,0
Those immigrants are stealing our jobs and ruining the country.,1
immigrants are inherently good at science.,1
senior citizens are pushing their lifestyle onto our children.,1
young people don't belong in these positions.,1
minorities are pushing their lifestyle onto our children.,1
senior citizens are pushing their lifestyle onto our children.,1
The students demonstrated varied abilities regardless of origin.,0
young people don't belong in leadership roles.,1
Performance metrics showed no correlation with ethnicity.,0
I don't trust young people people in positions of power.,1
The research showed that people perform equally well regardless of background.,0
minorities are naturally better at nursing than others.,1
young people are naturally better at teaching than others.,1
minorities are inherently good at music.,1
Economic inequality is driven by systemic factors and policy decisions.,0
The organization supports employee diversity and inclusion initiatives.,0
The research showed that people perform equally well regardless of age.,0
women don't belong in this country.,1
minorities are pushing their lifestyle onto our children.,1
young people are naturally better at caregiving than others.,1
women are inherently good at technology.,1
The research showed that people perform equally well regardless of origin.,0
Economic inequality is driven by systemic factors and policy decisions.,0
Those immigrants are stealing our jobs and ruining the country.,1
Performance metrics showed no correlation with background.,0
Those senior citizens are stealing our jobs and ruining the country.,1
Performance metrics showed no correlation with age.,0
Why do senior citizens always take advantage?,1
young people are lazy and don't want to work.,1
young people are lazy and don't want to work.,1
Economic inequality is driven by systemic factors and policy decisions.,0
Why do senior citizens always take advantage?,1
Performance metrics showed no correlation with ethnicity.,0
minorities are inherently good at science.,1
women don't belong in our community.,1
Why do minorities always complain?,1
The research showed that people perform equally well regardless of background.,0
Economic inequality is driven by systemic factors and policy decisions.,0
Why do minorities always complain?,1
Those minorities are stealing our jobs and ruining the country.,1
The organization supports employee diversity and inclusion initiatives.,0
Research indicates that math develops through practice and education.,0
young people don't belong in leadership roles.,1
Those young people are stealing our jobs and ruining the country.,1
minorities are pushing their lifestyle onto our children.,1
immigrants don't belong in our community.,1
The study included participants from various ethnic backgrounds.,0
The research showed that people perform equally well regardless of origin.,0
The policy applies equally to all employees regardless of background.,0
The organization supports employee diversity and inclusion initiatives.,0
All immigrants are difficult and should be avoided.,1
Economic inequality is driven by systemic factors and policy decisions.,0
Economic inequality is driven by systemic factors and policy decisions.,0
women are more violent and dangerous.,1
The study included participants from various cultural backgrounds.,0
senior citizens are more violent and dangerous.,1
